smiles,qed,sa,molwt,clogp
CCC(c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1)c1c(O)cc(C)oc1=O,0.6196817787796296,4.25,424.4780000000001,3.8682000000000025
C[CH]C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCS[C@H]2C[C@H]1C(=O)NC(C)(C)C,0.5551082367584231,4.15,460.6640000000001,2.4096899999999994
CCCc1cc(=O)c(C(c2cccc(NS(=O)(=O)c3ccccc3)c2)C2CC2)c(O)o1,0.5329361351066262,4.3,439.5330000000003,4.640600000000004
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)CC(C)(F)F,0.5243284812492381,4.1,460.5210000000002,4.279300000000004
CCS(=O)(=O)Nc1cccc(C(c2c(O)oc3c(c2=O)CCCCCC3)C2CC2)c1,0.7104592493922207,4.3,431.5540000000004,4.307900000000004
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)NC1c2ccccc2C[C@H]1O,0.5294725021085878,4.15,440.5400000000002,2.6479000000000013
C[CH]C[C@H](O)[C@H](Cc1ccccc1)NC(=O)C(NC(=O)N(C)Cc1ccccn1)C(C)C,0.501724662502258,4.0,439.58000000000015,2.9502900000000007
O=c1cc(-c2ccccc2)oc(O)c1C(CC1CCCC1)SC1CCCC1,0.6338871791494262,4.0,384.5410000000004,6.309600000000005
O=c1ccoc(O)c1[CH]c1cccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,0.643033754772485,4.3500000000000005,425.2690000000001,4.053690000000002
CC[CH]C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccccc1)C(=O)NC(C)(C)C,0.5290410593591937,3.9,438.5920000000002,3.699390000000003
CC(C)c1ccccc1Sc1c(O)cc(-c2ccc(Cl)cc2)oc1=O,0.615220176584574,3.95,372.8730000000001,5.940400000000004
CC(=O)N[C@@H](CSc1cccc2ccccc12)C(=O)N1CCC(=O)[C@@H]1Sc1ccccc1,0.5266132069862959,4.3,464.61200000000025,4.356400000000003
O=C1CC=CC=CCCOC2=c3ccccc3=CCC2NC(=O)[C@H](Cc2cccc3ccccc23)C1,0.596897912368447,4.15,477.6040000000003,4.357900000000003
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(C)(F)F,0.5800353312511182,4.1,446.49400000000014,3.8892000000000015
COc1cccc2c1-c1cc(OCCN3CCOCC3)ccc1CCCO2,0.807892161271663,4.1,369.4610000000002,3.398200000000002
O=C1N(CC2CCCC2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CC1,0.5681656751618668,4.15,446.6350000000002,5.297800000000006
O=C(O)c1cccc(-c2cc(O)c(Sc3ccccc3C(F)F)c(=O)o2)c1,0.6507171171818791,4.25,390.36300000000006,4.799400000000003
O=C(NCc1ccccn1)C(c1ccccc1)N1CCC1=O,0.8535601176539064,3.95,295.34200000000004,1.6713999999999996
CC[CH]C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccccc1)C(=O)NC(C)(C)C,0.5290410593591937,3.9,438.5920000000002,3.699390000000003
CC(C)CC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,0.6749454264856011,3.85,382.5250000000001,5.620400000000005
CC[C@H](C)[CH]NC(=O)CN1CCCCCC1C[C@](C)(O)c1cccc(C(F)(F)F)c1,0.6222818089229983,4.0,427.531,4.871690000000005
CC(C)CCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,0.5933789442224604,3.85,396.5520000000001,6.010500000000006
O=C(C[C@@H](Cc1ccc2c(c1)OCO2)C(=O)NCc1ccccc1)OCc1ccccc1,0.5181760553934185,4.2,431.4880000000001,4.023900000000003
CC=C1C=CCNC(=O)N(Cc2ccccc2)CC(O)[C@@H]1Cc1ccccc1F,0.8212781802892939,3.95,394.49000000000007,4.073200000000004
O=C1N(CCCO)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CC1,0.5616232094750484,4.2,438.56800000000027,2.4608000000000008
CCc1nn(C)cc1CNC(=O)NC(CSc1ccccc1)C(=O)C(F)(F)F,0.6512785226106694,4.3,414.453,3.0740000000000016
CC(C)[CH][CH]OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2cccs2)C[C@H]1C,0.5191331510505469,4.15,471.6670000000003,3.974680000000003
CC(C)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1C[C@@H](O)[C@@H](N)Cc1ccccc1,0.5296405535914899,4.25,459.6120000000002,1.8376999999999988
[CH]C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@@H]1C(=O)NCc1ccccc1,0.5209065077588675,4.2,475.63300000000015,2.982990000000001
[CH]C[C@H](Cc1ccccc1)NC(=O)C(NC(=O)N(C)Cc1csc(C2CCC2)n1)C(C)C,0.5585819342695236,4.15,454.64000000000016,4.405290000000004
Cc1noc(C)c1[C@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.5448344905766014,4.2,420.5090000000001,3.3483400000000016
O=C1C=CC=CC(CCCC2C=C(O)C(c3ccccc3)=CC2=O)CO1,0.8098258994494754,3.85,350.414,4.166500000000003
CCCC1NC(=O)N(CCOC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,0.5598863872919881,4.050000000000001,440.5840000000001,3.018700000000001
O=c1ccoc(O)c1Cc1cccc(NS(=O)(=O)c2ccc3ccccc3c2)c1,0.5231691059398152,4.3,407.4470000000002,3.890200000000002
CC[CH]C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)N1CCC[C@H]1C(=O)NC(C)(C)C,0.5579110406580887,4.0,430.5690000000001,1.9848899999999987
CCC(=O)C1=C(O)OC(CCO)(Cc2ccccc2)CC1,0.8450836452411058,3.7,290.3590000000001,2.909400000000001
C[CH]C[C@@H]1[CH]OC[C@@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C,0.560617139013766,4.2,470.65400000000034,4.376480000000004
O=C1CC(CCc2ccccc2)(c2ccccc2)OC(O)=C1SCc1ccccc1,0.5006391500094386,4.0,416.54200000000014,6.164600000000005
CCCC1NC(=O)N(CC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,0.5826781343451488,3.95,438.61200000000014,4.028300000000003
CCOC(=O)C(NC(=O)CC(C)c1ccc(O)cc1)c1ccccc1,0.7577571624249194,3.8,341.40700000000004,3.306400000000002
COc1c(Cl)ccc2c1C(COc1ccccc1)(c1ccc(O)cc1)C(=O)N2,0.6726962106011319,4.2,395.8420000000001,4.371400000000003
NC(=O)CCNC(=O)C(c1ccccc1)N1C(=O)CC1c1ccccc1,0.7436692955838107,4.050000000000001,351.4060000000001,1.6928999999999987
CC(=O)O[C@@H](CO)C(=O)Nc1nc2ccccc2[nH]1,0.6935740118158119,4.0,263.253,0.4253999999999995
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O)cc1)[C@@H](O)CC1CCCCC1,0.708995495943274,3.8,363.4980000000003,4.159300000000004
CCC(c1cccc(NS(=O)(=O)c2ccc(C#N)cn2)c1)c1c(O)cc(C)oc1=O,0.6189784017361472,4.3500000000000005,425.4660000000001,3.263200000000001
COC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1ccccc1,0.7994785743889347,3.7,311.381,2.5197000000000003
CN[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](OCc2ccccc2)C[C@H]1C(=O)NC(C)(C)C,0.5006933124348206,4.050000000000001,467.6540000000002,3.142500000000001
CC(Cc1ccc(C(F)(F)F)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,0.6302392364962441,4.1,436.4740000000001,4.703600000000003
CC[C@H](O)CN1CCN(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)CC1C,0.5517737082903205,4.0,435.60900000000026,2.2603
O=c1c2c(oc(O)c1C(C1CC1)C1CC1)C(CC1CC1)CCCCCC2,0.7425894794298991,4.05,356.50600000000026,5.639300000000005
O=c1cc(-c2cccc(O)c2)oc(O)c1SCc1ccccc1,0.7089073928691839,3.95,326.373,4.010300000000002
CC[CH]C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)N[CH]C(C)CC,0.5010661503514002,4.0,429.56100000000015,2.004179999999999
Nc1ccn([C@@H]2O[C@@H](CO)C=C2F)c(=O)n1,0.7149519080653471,4.0,227.195,-0.4314
CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(C)(F)F,0.5800353312511182,4.1,446.49400000000014,3.8892000000000015
C[CH]C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@@H]2C[C@H]1C(=O)NC(C)(C)C,0.5615038849890159,4.050000000000001,456.65100000000007,3.0943900000000006
O=C(CCc1ccccc1)NC(CC1CC1)C(=O)NCC1N=Cc2cncnc21,0.6831448677074473,4.3,391.47500000000014,1.9840999999999989
CC1Cc2cc(Br)c(O)cc2C2(C1)CC(C)(C)c1ccc(O)cc12,0.6346695437071477,3.9,387.31700000000006,5.4100000000000055
Cc1cccc(C=C2OC(=O)C(Sc3ccccc3C(C)C)=C2O)c1,0.729942987160073,3.85,352.4550000000001,5.578020000000005
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H](C)[C@H]1COCCO1)S(C)(=O)=O,0.5003846080765303,4.3,472.6040000000003,1.406300000000001
O=c1ccoc(O)c1Cc1cccc(NS(=O)(=O)c2cccc3cccnc23)c1,0.5244385106322591,4.4,408.4350000000002,3.285200000000001
CCSCC1=C(O)C=C(C)OC(=O)Cc2c(C(=O)N3CCC(C(N)=O)CC3)cccc21,0.6757140202022142,4.25,444.5530000000003,3.049400000000001
CCC(c1ccccc1)c1c(O)c2c(oc1=O)CCC2,0.929831629808922,3.75,270.328,3.376000000000002
O=c1cc(-c2ccccc2)oc(O)c1SCc1ccccc1,0.7297609886315177,3.85,310.374,4.304700000000003
O=c1oc(-c2ccccc2)cc(O)c1SCc1ccccc1,0.7297609886315177,3.85,310.374,4.304700000000003
CC(C)(C)NC(=O)c1ccccc1CSc1c(O)cc(-c2ccccc2)oc1=O,0.5900260774886014,4.050000000000001,409.5070000000001,4.8330000000000055
C=CN1C(=O)NC1SC=C1C(C)=CC2C=COC2=C1N,0.8366015500787667,4.050000000000001,289.36,2.3461000000000003
CC(C)(C)NC(=O)c1ccccc1CC(O)CNc1ccccc1C(=O)NC(C)(C)C,0.5437010793044548,3.9,425.5730000000002,3.758700000000002
CSCC[C]1C[C@@H](O)C[C@](CO)(Cc2ccccc2)CN1Cc1cccc(CO)c1,0.5691365338796389,3.95,428.61800000000017,3.642090000000003
CNC(=O)[C@@H](O)[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1c(C)ccc(O)c1C,0.5726996839045787,4.2,424.419,2.47584
CCCCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,0.6299530996853473,3.85,382.5250000000001,5.764500000000005
CCCC1(CCc2ccccc2)CC(=O)C(C(Cc2ccccc2)C2CC2)=C(O)O1,0.5422329408943581,3.9,404.5500000000001,6.186000000000006
COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1ccccc1,0.7081492028820215,3.95,317.797,4.759100000000003
CC(C)(C)NC(=O)c1ccccc1CC(O)CSc1ccccc1C(=O)NC(C)(C)C,0.5541517434516489,3.9,442.62500000000017,4.438900000000004
O=C1N(Cc2ccccc2)CCS[C@@H](Cc2ccccc2)N1Cc1ccccc1,0.549084066107438,4.0,402.5630000000001,5.4264000000000046
[CH]C[C@H](Cc1ccccc1)NC(=O)C(NC(=O)OCc1csc(N2CCOCC2)n1)C(C)C,0.5521986909691354,4.3500000000000005,472.6110000000002,3.059190000000001
CCCN1C(=O)N(CCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1CCc1ccccc1,0.6421363728548145,3.95,424.58500000000015,3.8785000000000034
CNC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCO[C@@H]1C,0.5210639514943928,4.4,487.6410000000004,2.4889
CO[C@@H]1OC(CNC(=O)OCc2ccccc2)[C@@H](O)C(OCc2ccccc2)[C@H]1O,0.5988669945033068,4.25,417.45800000000014,1.5912999999999995
CNC(=O)c1[nH]c2ccccc2c1Sc1ccccc1,0.7694225381020261,3.85,282.368,3.678700000000002
O=C(O)c1cccc(CSc2c(O)oc3ccccc23)c1,0.7088872979735896,3.95,300.335,4.128900000000002
C[CH]C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC2CCCCC2C[C@H]1C(=O)NC(C)(C)C,0.5615038849890159,4.050000000000001,456.65100000000007,3.0943900000000006
CC(NC(=O)c1ccccc1)C(=O)OCC(=O)C(Cc1ccccc1)NC(=O)N1CCCC[C@H]1C,0.5379810465615311,4.25,479.5770000000003,3.1125000000000007
[CH][C@@H](O)[C@@H](OCc1ccc(-c2cccc(C(C)=O)c2)cc1)C(=O)N[CH]C(=O)NC,0.5588518871611213,4.0,395.4350000000001,1.5373800000000002
Cc1ccccc1[CH]NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)CN1CCC[C@H]1C(=O)OC(C)(C)C,0.5031224990288913,4.050000000000001,479.6410000000001,4.037110000000003
CNC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCO[C@@H]1C,0.5210639514943928,4.4,487.6410000000004,2.4889
CC(C)[CH][CH]OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(C2CCCCC2)C[C@H]1C,0.5550416758835102,4.050000000000001,457.6590000000005,4.045680000000004
CNC=CCN1C(=O)N(c2cccc(NC)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1C,0.5483896452676332,4.15,424.5450000000002,2.4250000000000007
O=C1CC(c2ccccc2)(c2ccccc2)OC(O)=C1SCc1ccccc1,0.6197186192901425,4.0,388.4880000000001,5.580100000000004
O=C(OC1COc2cc(O)cc(O)c2C1)c1ccc(F)cn1,0.8223761179705426,4.15,305.261,1.7923999999999995
C[CH]C[C@H]1[CH]OC[C@@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C,0.560617139013766,4.2,470.65400000000034,4.376480000000004
CCCc1cc(=O)c(C(c2cccc(CS(=O)(=O)c3ccccc3)c2)C2CC2)c(O)o1,0.545344475828666,4.2,438.5450000000002,4.813700000000004
C[CH]C[C@@H](O)[C@@H](Cc1ccccc1)C1[C](C)[C@H](C(=O)O)[CH]C[C@H](O)C(C)(C)[CH]C1=CC,0.5807809120486118,3.7,426.5970000000002,4.877560000000004
CCC(c1ccccc1)c1c(O)c2c(oc1=O)C(C)CCCCCC2,0.80265868407433,3.75,340.4630000000002,5.497400000000005
O=c1cc(-c2ccccc2)oc(O)c1C(SC1CCCCC1)c1ccccc1,0.5641739800290072,4.0,392.52000000000027,6.167700000000006
CC(C)CC(CC1CCCCC1)c1c(O)cc(-c2ccccc2)oc1=O,0.6803624856641969,3.75,354.49,6.112500000000007
CC(C)(C)NC(=O)c1ccccc1CC(O)CCc1ccccc1C(=O)OC(C)(C)C,0.6303235883774967,3.8,425.5690000000001,4.706400000000004
COCc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C,0.546448246553736,4.25,472.6070000000002,2.9406000000000017
Cc1ccccc1CSc1c(O)cc(-c2ccccc2)oc1=O,0.7118795725268949,3.85,324.40100000000007,4.613120000000004
O=C(O)c1cccc(CSc2c(O)cc(-c3ccccc3)oc2=O)c1,0.6734166545055661,4.050000000000001,354.38300000000004,4.002900000000003
CC(C)[C]1CC[C@](C)(C(=O)O)C[C@H](C)O1,0.766834061453326,3.45,213.297,2.8542900000000007
[C][C@]1(c2ccccc2)OC[C]2CNC3[C]C(O)C(NC2)[C@]3(CO)[C@H]1c1ccccc1,0.6215297176533179,4.4,402.4940000000001,1.2229700000000012
O=C1CC2(CCCc3ccccc32)OC(O)=C1SCCc1ccccc1,0.8350089914524962,4.0,366.48200000000014,4.910600000000004
O=C(Nc1nc2ccccc2[nH]1)C(c1ccccc1)c1ccccc1,0.585845767419652,4.0,327.38700000000006,4.333500000000003
Cc1cc(S(C)(=O)=O)ccc1[C@@]1(CC(C)C)COC=CC=CCNC[C@@H]1O,0.8226508131900685,3.9,393.54900000000015,2.7330200000000007
CC(C)CC1OC(O)=C(SCc2ccccc2)C(=O)CC1c1ccccc1,0.6821468076406214,3.85,382.5250000000001,5.834800000000006
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1Cc2ccccc2C[C@H]1O,0.6797377751321763,4.050000000000001,412.5300000000002,2.8600000000000017
[CH][C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)NCC1C=NN(c2ccccc2)C1)C(C)C,0.5684515929434705,4.15,433.5560000000002,2.870990000000001
Cc1ccccc1CNC(=O)CCSc1ccccc1,0.8180859751335787,3.6,285.412,3.7936200000000015
NC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CCc1ccccc1)NC(=O)C(F)(F)F,0.5336729488112503,4.2,435.4460000000001,2.269199999999999
CCN(CC(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)c1ccccc1,0.5119467841764728,3.95,418.53700000000015,4.411500000000003
CCCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,0.713123477386015,3.85,368.498,5.374400000000005
COC(=O)CCCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,0.5741107164227048,4.050000000000001,426.5340000000002,4.917600000000004
O=C1c2ccccc2C(CCc2ccccc2)CC(O)C1C1=CC=CNC1,0.8111669737182042,3.9,359.4690000000001,4.009800000000003
CC(C)CC1=C(O)C=COCCc2c(NS(=O)(=O)c3ccc(F)cc3)cccc21,0.7156039442161066,4.15,417.5020000000002,5.028100000000004
O=c1ccoc(O)c1Cc1cccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,0.6420221247484891,4.3500000000000005,426.27700000000016,4.043800000000002
C[CH]NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.521576590174906,3.9,439.5760000000002,4.030190000000003
CCC(=O)N1CCC[C@H]1C(=O)NC(C(N)=O)[C@@H](CNC(=O)OC(C)(C)C)OC(C)(C)C,0.5135192608244245,4.15,442.5570000000003,1.0659000000000027
COC(=O)[C@H](CSc1ccccc1)NC(=O)C1=CC=CCC1,0.6473018612855401,3.8,317.41000000000014,2.712900000000001
O=C1N(CC2CC2)[C@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@@H](Cc2ccccc2)N1CC1CC1,0.6685819495878444,4.25,434.58000000000027,3.488400000000002
CNC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCO[C@H]1C,0.5210639514943928,4.4,487.6410000000004,2.4889
Nc1ccn([C@@H]2C=C(F)[C@H](CO)O2)c(=O)n1,0.7149519080653471,4.0,227.195,-0.4313999999999999
CC(C)c1ccccc1SC1=C(O)OC(CCC(=O)N2CCNCC2)(c2ccccc2)CC1=O,0.5967732002015788,4.3,480.6300000000003,4.726100000000004
Cc1cn([C@H]2C=C(F)[C@H](CO)O2)c(=O)nc1O,0.7621657033550895,4.0,242.206,0.0004199999999997
COc1cccc(-c2cc(O)c(Sc3ccccc3C(C)C)c(=O)o2)c1,0.662442611018968,3.95,368.4540000000001,5.295600000000004
CCC[C]1CC=C(O)C=C(C(c2ccccc2)C2CC2)OC(=O)C1Cc1ccccc1,0.5127159817157382,3.9,415.55300000000017,6.686390000000007
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)N1CCc2ccccc21,0.764438966268734,4.050000000000001,410.5140000000002,3.4627000000000026
Nc1nc(O)c2ncn([C@@H]3CC(F)(F)[C@H](CO)O3)c2n1,0.7123498656571915,4.45,287.226,0.0292
O=c1cc(-c2ccccc2)oc(O)c1SCc1ccc2c(c1)OCCO2,0.7001504852571013,4.2,368.41000000000014,4.0759000000000025
CCC(=O)C1=C(O)OC(CC)(c2ccccc2)CC1,0.8939796112240721,3.6,260.333,3.851000000000002
CCNC(=O)[C@@H]1CSCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)cnc1C,0.5198372338458629,4.45,491.01300000000026,1.7830199999999996
C=c1cn[nH]c1=CC=CCN1C(=O)N(Cc2ccccc2)CCS[C@@H](C2CC2)[C@@H]1Cc1ccccc1,0.5061022418972573,4.35,498.6960000000002,4.217600000000003
CC(C)[CH][CH]OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1[CH]CN(CCc2ccccc2)CC1,0.5011832325975633,4.050000000000001,464.63000000000034,3.728970000000003
O=C1CC2(CCCc3ccccc32)OC(O)=C1SCc1ccccc1,0.8560919422670288,4.0,352.4550000000001,4.868100000000004
NC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1ccccc1,0.7658757402854784,3.95,302.786,4.0714000000000015
C[C@H](Cc1ccc2c(c1)OCO2)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.6495185480067763,4.050000000000001,427.5410000000003,4.480900000000004
O=c1c(CCc2ccc(O)cc2)c(O)oc2ccccc12,0.7744015825016021,3.85,282.295,2.9894000000000007
O=C1N[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CC1,0.720402541030043,4.1,380.48800000000017,2.3660000000000005
CC[C@H]1C=C(CNC(=O)N[C@@H](C)c2cccc(OCC(C)C)c2)N=NO1,0.7304844302875619,4.0,360.45800000000014,4.141500000000003
