smiles,qed,sa,molwt,clogp,novel,scaffold
CC(C)(C)NC(=O)[C@@H]1CN(C(=O)Oc2ccccc2)CCN1C[C@@H](O)[CH]Cc1ccccc1,0.6751843437000267,4.15,452.5750000000002,2.894190000000001,True,O=C(Oc1ccccc1)N1CCN(CC[CH]Cc2ccccc2)CC1
C=COCC(=O)NCCCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[CH][C@@H](C)CC,0.1811349873458449,4.25,480.5860000000004,0.1082900000000046,True,C1CCNC1
C=CC=CC[CH][C@H](O)[C@@H](O)[C@@H](Cc1ccccc1)N(Cc1cccc(OC)c1)C(=O)NCCC,0.3637434084857398,3.9,465.61400000000015,4.286490000000004,True,c1ccc(CCNCc2ccccc2)cc1
[CH]CN(C(=O)CCCC1CCCO1)N(Cc1ccc(O)c(OC)c1)C(=O)NCCC=COC,0.2815342854335312,4.2,461.5590000000004,3.2665900000000025,True,O=C(CCCC1CCCO1)NNCc1ccccc1
CCCC(CCc1ccccc1)CC(=O)CCC=CC=CCNS(=O)(=O)C=CC=CC#N,0.2675399633740909,3.75,454.6360000000001,5.400180000000005,True,c1ccccc1
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)CN,0.4766880359519847,4.2,461.5090000000002,2.8280000000000003,True,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1
CC(=O)CN=C[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.4950434530723622,3.9,452.59500000000025,4.392100000000004,True,c1ccc(CCCCCCc2ccccc2)cc1
[CH]=CN(Cc1ccccc1)C(=O)NC[C@H](O)CN(CC1CCCC1)S(=O)(=O)C=CC=COC,0.336843787509184,4.2,476.61900000000014,3.001590000000001,True,O=C(NCCCNCC1CCCC1)NCc1ccccc1
COC=CC=CCNCC(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)C=CC=C(C)N,0.1313232841055922,4.0,486.6790000000002,1.6037000000000023,True,
CN[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCCSC)C(=O)N[C@H](Cc1ccc(Br)cc1)C(C)C,0.2777309732588009,4.0,536.5800000000002,3.6452000000000018,True,O=C(CCCCc1ccccc1)NCCc1ccccc1
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(C)(F)F,0.5800353312511182,4.1,446.49400000000014,3.8892000000000015,True,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1
[CH]C[CH]C=CC=CCOCCC(O)C(O)C(COCCC=CC=CC(=O)O)OCc1ccccc1,0.1468422031633315,3.85,485.5970000000002,3.721880000000003,True,c1ccccc1
CNC=CCCNCCNC[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,0.2004937505109751,4.3500000000000005,497.6400000000002,0.9045000000000016,True,O=C(CCc1cccnc1)N[C@@H]1CCOc2ccccc21
C=CC(c1ccccc1)[C@H](NC(=O)c1ccccc1)C(=O)NCCCC[C@@H](CO)NCC(C)C,0.2387506224303714,3.9,465.6380000000001,3.647800000000003,True,O=C(NCCc1ccccc1)c1ccccc1
CC(C)CN(S)[C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccc2ccccc2c1,0.2056835820116193,4.050000000000001,493.7170000000001,5.885600000000006,True,c1ccc(CNCc2ccc3ccccc3c2)cc1
C=CS(=O)(=O)Nc1cccc(C(c2c(O)oc3c(c2=O)CCCCCC3)C2CC2)c1,0.7079749627344657,4.3,429.5380000000004,4.431500000000004,False,O=c1c(C(c2ccccc2)C2CC2)coc2c1CCCCCC2
[CH]C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccc(N)nc1)C(C)(C)C,0.4745381552706721,4.1,440.54400000000015,2.4942900000000003,True,O=C(CNC(=O)OCc1cccnc1)NCCc1ccccc1
O=C1[C@H](Cc2ccccc2)C(O)=C(O)N(Cc2ccccc2)[C@H]1Cc1ccccc1,0.623473741208173,4.0,399.4900000000001,4.826600000000004,True,O=C1[C@H](Cc2ccccc2)C=CN(Cc2ccccc2)[C@H]1Cc1ccccc1
[CH]NC(=O)[CH]NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1)[C@@H](C)CC,0.1997836272465156,4.25,423.49400000000014,-1.9176199999999943,True,C1CCNC1
[CH][C@H](O)[C@@H](O)[C@@H](Cc1ccc2c(c1)OCCO2)N(C=O)Cc1ccc2ccccc2c1,0.5490117592579709,4.2,419.4770000000002,2.6135900000000003,True,c1ccc2cc(CNCCc3ccc4c(c3)OCCO4)ccc2c1
CCN/C(=N/C)SC(C)(C)N(CC(C)C)C(=O)[C@H](Cc1ccccc1)NC(=O)O[CH]CO[CH]OC,0.1704943407165024,4.15,508.6850000000003,3.817180000000003,True,c1ccccc1
CN[C@@H](Cc1ccccc1)[C@@H](O)[C@H](NCC=CC=COC)C(=O)N[C@H]1c2ccccc2CC1O,0.2412329845349512,4.15,465.5940000000002,1.626999999999999,True,O=C(CCCCc1ccccc1)N[C@@H]1CCc2ccccc21
C[CH]C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2n1)C(C)C,0.4838474300224136,4.050000000000001,432.5440000000001,3.3017900000000013,True,O=C(CNC(=O)c1ccc2ccccc2n1)NCCc1ccccc1
CN[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)C,0.3195849535565541,3.9,455.6430000000002,2.2922,True,c1ccc(CCCCNCCCCc2ccccc2)cc1
C=CC=CC=CC[CH]C(O)[C@H](Cc1ccccc1)NC(=O)[C@H]1C[C@H]1C(=O)N(CCO)C[C@@H](C)CC,0.3155170170540144,3.9,481.6570000000002,3.470690000000003,True,O=C(NCCc1ccccc1)C1CC1
CC(C)[CH][CH]OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(CCc2ccsc2)C[C@H]1C,0.4755020718251335,4.15,485.6940000000004,4.017180000000003,True,c1ccc(CCCCN2CCN(CCc3ccsc3)CC2)cc1
CC=CC=C(C)CNCCNCCN=NN[C@@H](Cc1ccccc1)[C@H](Cc1ccccc1)NC,0.1236802643788846,3.9,462.68600000000015,4.086800000000002,True,c1ccc(CCCCc2ccccc2)cc1
COC=CCCC=CC1CSC2(CC2)N(CC=CC=CCC=O)C(=O)N1CC1CC1,0.1449043578328886,4.050000000000001,430.6140000000002,4.923800000000005,True,O=C1NC2(CC2)SCCN1CC1CC1
C=CC=CS(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,0.4586752011665159,4.2,466.6000000000003,2.4612000000000007,True,O=C(NCCc1ccccc1)O[C@H]1CCOC1
C=COCCNCCCOC=CC=CC[CH]C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.1581008271308863,3.85,487.6610000000004,4.6940900000000045,True,c1ccccc1
CC1CN(C(Cc2ccccc2)C(=O)NCC2N=Cc3cncnc32)C1=O,0.780300294614979,4.3,363.4210000000001,1.156,False,O=C(NCC1N=Cc2cncnc21)C(Cc1ccccc1)N1CCC1=O
CC(C)NC(=O)[C@@H]1CSCN1C(=O)C(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,0.5845318910770906,4.2,451.5890000000002,1.9094,True,O=C(CCCc1ccccc1)N1CCSC1
CC[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)C[SH](=O)=O,0.3112428488789016,4.05,441.5940000000003,0.5033000000000014,True,c1ccccc1
C[CH]C[C@H]1[CH]OC[C@@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCC[C@H](C)OCc1ccncc1,0.3240245766996416,4.25,497.63600000000025,3.4558800000000014,True,O=C(N[C@H](CCNCCCOCc1ccncc1)Cc1ccccc1)O[C@@H]1C[CH]OC1
C=CC=C1COC(=O)NC(C)C(=O)NC(Cc2ccccc2)[C@@H](O)C[C@@H](CCC)C=C1C(N)=O,0.5085512189628486,4.1,469.58200000000033,2.5336,True,C=C1C=CCCCC(Cc2ccccc2)NC(=O)CNC(=O)OC1
CCC[CH]C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0.4708529027374892,4.050000000000001,484.70500000000015,3.874590000000002,True,c1ccc(CCCCN2CC[C@@H]3CCCC[C@@H]3C2)cc1
CN[C@@H](CC1CCCCC1)[C@H](O)[C@@H](O)[C@@H](C(=O)N[C@H]1C(O)=Cc2ccccc21)C(C)C,0.4137187332470264,4.050000000000001,430.5890000000003,3.308800000000001,True,O=C(CCCCCC1CCCCC1)N[C@H]1C=Cc2ccccc21
C=C(C=CC=C(C=CNC(=O)CCCCCCCCCCCCCCCCCCCC)S(=O)(=O)O)S(=O)(=O)O,0.0561334388485182,4.0,589.8610000000001,7.777500000000008,True,
C=CN[C@H](Cc1ccccc1)[C@@H](O)[C@H](O)C(COc1ccccc1)N(C=O)Cc1cccnc1,0.3195725794239227,4.15,461.5620000000001,2.5538000000000007,True,c1ccc(CCCCC(COc2ccccc2)NCc2cccnc2)cc1
COC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[CH]CC(C)C,0.4682427223943268,3.9,439.57600000000014,3.8876900000000023,True,c1ccc(CCCCCCc2ccccc2)cc1
CC(=O)NCC=CCCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN1CCC[C@H]1C(=O)NC(C)(C)C,0.3375650591599667,4.1,486.6570000000002,1.9264000000000003,True,c1ccc(CCCCN2CCCC2)cc1
CC1C[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCCNC(=O)C=CC=CO)S1,0.1995877583533085,4.1,417.5310000000001,1.4682000000000002,True,O=C(Cc1ccccc1)NC[C@H]1CCS1
CCC(C)C[CH]NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC,0.4224829010170782,3.9,453.6030000000002,4.277790000000003,True,c1ccc(CCCCCCc2ccccc2)cc1
COC(=O)CCCCN(C=O)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21,0.2466752567585729,4.45,478.5420000000003,1.2478999999999991,True,O=C(NCCc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21
CC[C@H](C)[CH]NC(=O)C1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[CH]CC(N)=O,0.3604403050839519,4.1,444.57600000000014,0.9429800000000006,True,c1ccc(CCCCN2CCCC2)cc1
CC(C)[CH]NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[CH]N,0.3520454267439344,4.0,424.5450000000001,1.2876799999999993,True,c1ccc(CCCCNCc2ccccc2)cc1
CC=CC(=CC(C)C)SC1=C(O)OC(CCc2ccc(O)cc2)(C(C)C)CC1=O,0.4878411212085454,3.8,416.5830000000002,6.285300000000005,True,O=C1C=COC(CCc2ccccc2)C1
CC(=O)OCCS(=O)(=O)C(C)C,0.6066556758506054,3.5,194.252,0.3727,True,
[CH][C@@H](O)CC1CCCCC1N[C@@H](C(=O)N[CH]C(C)C)[C@H](O)[C@@H](Cc1ccccc1)NC(N)=O,0.2816943706307462,4.1,459.6110000000003,1.5399800000000008,True,c1ccc(CCCCNC2CCCCC2)cc1
CCNC(=O)[C@@H]1N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)SC1(C)C,0.4510962709780178,4.25,468.62300000000016,1.9761,True,O=C(Cc1ccccc1)N[C@H](C(=O)NCc1ccccc1)[C@@H]1NCCS1
COC=CC=CS(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CCCCCO,0.1734370157071976,4.05,496.6700000000003,2.5891000000000006,True,c1ccccc1
C=C(C=CCCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNS(=O)(=O)C=CC=COC)OC,0.2707827913856193,4.05,464.5840000000002,2.1644999999999994,True,c1ccccc1
C[CH]C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0.5615038849890159,4.050000000000001,456.65100000000007,3.0943900000000006,True,c1ccc(CCCCN2CC[C@@H]3CCCC[C@@H]3C2)cc1
CC(C)CCN[C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1O,0.2576306733374132,4.0,469.62600000000015,3.016400000000001,True,O=C(NCCc1ccccc1)c1ccccc1
CCCC(C(=O)NCC(C)(C)C)[C@@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0.525278157782933,3.9,451.6960000000003,3.721300000000002,True,C1CC[C@@H]2CNCC[C@@H]2C1
[CH][C@@H](O)[C@@H](Cc1ccccc1)N(Cc1ccc2[nH]ncc2c1)C(=O)NCCC=CC=CC(=O)O,0.1988250107816261,4.25,460.5340000000001,3.344890000000002,True,c1ccc(CCNCc2ccc3[nH]ncc3c2)cc1
CN[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.3351073564323524,4.0,457.6150000000002,2.2645,True,c1ccc(CCCCNCCCCc2ccccc2)cc1
[CH][C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1cscn1)C(C)C,0.4412625395230743,4.2,446.5730000000001,1.469489999999999,True,O=C(CNC(=O)NCc1cscn1)NCCc1ccccc1
CC=CCCN[CH][C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,0.2438495442638197,4.0,480.6290000000002,3.7433900000000015,True,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[CH]CC=CC=COCCN1CCOCC1,0.2570894569040901,4.0,473.6340000000004,3.886490000000003,True,[CH](CC=CC=COCCN1CCOCC1)CCCCc1ccccc1
CCCN1C(=O)N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,0.5296820509666954,4.1,458.6020000000002,4.278600000000004,True,O=C1N[C@H](Cc2ccccc2)CC[C@@H](Cc2ccccc2)N1Cc1ccccc1
CCN[CH][C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C,0.4179374551893357,4.0,454.5910000000001,3.187190000000001,True,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1
CCCCCCc1coc(O)c(CCC=CC=CNC(=O)CCNC(=O)OC(C)(C)C)c1=O,0.2933685323921899,3.95,462.5870000000004,4.501700000000004,True,O=c1ccocc1
[CH]CCCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)C=CC=COC,0.307361120661217,3.95,464.6280000000002,2.917790000000001,True,c1ccccc1
O=C(CC=CC=CS(=O)(=O)NCC=CC=CCc1c(O)occc1=O)NCC1CC1,0.4315831996404212,4.2,434.5140000000003,1.9059,True,O=C(CC=CC=CS(=O)(=O)NCC=CC=CCc1coccc1=O)NCC1CC1
CC=CS(=O)(=O)CON(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)CC=O,0.2993139289733543,4.05,468.6160000000002,2.0954,True,c1ccccc1
C=CC=CS(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCNC1,0.4123156260809139,4.1,463.6440000000003,2.0619,True,O=C(NCCc1ccccc1)[C@@H]1CCCNC1
[CH]CC(C)(C)[C@@H](NC(=O)Cc1ccccc1)C(=O)N[C@H](CO)C(=O)N[CH]C(=O)NC,0.3256766456309579,4.05,417.48600000000016,-0.657619999999997,True,c1ccccc1
C=C(C(O)=CC=CC[CH]C(=O)NCCCCCCCCCCCC(=O)N[CH]C(C)CC)[N+](=O)[O-],0.064239827152442,3.8,477.6460000000001,5.7105800000000055,True,
C=CC=CS(=O)(=O)NCC=CC=CCc1c(O)oc(C(CC2CC2)CC2CC2)cc1=O,0.4413085974633321,4.15,445.5810000000001,4.303200000000004,True,O=c1ccoc(C(CC2CC2)CC2CC2)c1
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(O)c(O)c1)[SH]=O,0.2060958810991516,4.1,446.5690000000001,2.017700000000001,True,O=C(/C=C/c1ccccc1)NCCc1ccccc1
CC[C@H](NC(=O)[CH]NC(=O)OCCN=CC(C)C)C(=O)N[C@H](CC(N)=O)C(N)=O,0.1768863977339964,4.2,413.45500000000027,-1.658509999999996,True,
C=CC=CC[CH][C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C,0.2662429526245491,4.0,484.6610000000004,4.548390000000004,True,O=C(CNC(=O)OCc1ccccc1)NNCC1CCCCC1
O=C(NC(Cc1ccccc1)C(O)CNC/C1=C\CCCCCCCCC(c2ccccc2)OC1)OO,0.2000588260908709,4.15,510.67500000000047,5.566100000000006,True,C1=C(\CNCCCCc2ccccc2)COC(c2ccccc2)CCCCCCCC/1
CC(C)(C)c1ccccc1Sc1c(O)cc(-c2cccc(Cl)c2)oc1=O,0.5891194712704739,3.95,386.9,6.114500000000005,True,O=c1oc(-c2ccccc2)ccc1Sc1ccccc1
C=CC=CC(C#N)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)C(Cc1ccccc1)C1CC1C,0.5096187315557058,3.9,438.5680000000002,4.614680000000004,True,c1ccc(CCC2CC2)cc1
Cc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(=O)COc2c(C)cccc2C)cc1,0.432136054651748,4.050000000000001,460.5740000000001,3.5090600000000025,True,O=C(COc1ccccc1)NCC[C@H](Cc1ccccc1)NC(=O)c1ccccc1
COCC=CC=CC[CH][C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.3274018915822566,3.85,447.5960000000002,2.786990000000001,True,c1ccccc1
COC=CC=CC(O)=C(C=O)C(c1ccc(OCC(=O)N2CCOCC2)cc1)C1CC1C,0.2593051664277019,4.15,441.5240000000003,3.3911000000000024,True,O=C(COc1ccc(CC2CC2)cc1)N1CCOCC1
C=CC=CS(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccccc1,0.3360889169586541,4.0,482.6460000000002,3.7757000000000014,True,O=C(/C=C/c1ccccc1)NCCc1ccccc1
N#CC=CC=CCNC(=O)CC=CC=CCNC(=O)NCCC=CC=CC(=O)NCc1ccccn1,0.1302611060591104,4.05,488.5920000000002,2.7541800000000007,True,c1ccncc1
CC[C@H](C)[CH]NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[CH]CC(N)=O,0.3604403050839519,4.1,444.57600000000014,0.9429800000000006,True,c1ccc(CCCCN2CCCC2)cc1
Cc1cc2[nH]ncc2c(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[CH]Cc1ccccc1,0.3015634505205445,4.2,470.5930000000002,4.484030000000003,True,O=C(COc1ccc2[nH]ncc2c1)N[C@H](CC[CH]Cc1ccccc1)Cc1ccccc1
CC(C)[C@@H](C=O)NC(=O)C1=Cc2ccsc2[SH]1C,0.658352703633603,3.8,283.418,2.432200000000001,True,C1=Cc2ccsc2S1
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(C)(=O)=O,0.5306906784437289,4.45,470.5880000000003,1.3638000000000008,True,O=C(NCCc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21
CNC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[CH][CH]C(C)O,0.4140289372762758,4.25,473.6140000000004,2.058379999999999,True,c1ccc(CCCCN2CC[C@@H]3CCCC[C@@H]3C2)cc1
O=CN(Cc1ccc(CO)cc1)[C@@H]1Cc2ccccc2N[C@H](Cc2ccccc2)[C@H](O)[C@H]1O,0.4187332351675181,4.2,446.5470000000001,2.5072,True,c1ccc(CN[C@H]2CC[C@@H](Cc3ccccc3)Nc3ccccc3C2)cc1
C#CC=CC=CCC(=O)NC[CH]N[CH]C(=O)NCC(O)CN1CCC[C@H]1C(=O)NC(C)(C)C,0.150221950071122,4.05,459.5910000000001,0.0076800000000032,True,C1CCNC1
CC=CC(C)=CCNCCNCC=CN[C@@H](Cc1ccccc1)[C@H](Cc1ccccc1)NC,0.2301957673752538,3.7,446.6830000000001,4.2333000000000025,True,c1ccc(CCCCc2ccccc2)cc1
CC=CCCNC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.3003773848137518,3.9,480.6490000000003,4.814700000000005,True,c1ccc(CCCCCCc2ccccc2)cc1
